yearID,home_win,home_team,h_PTS,h_TRB,h_AST,h_STL,h_BLK,h_TOV,h_3P,away_team,a_PTS,a_TRB,a_AST,a_STL,a_BLK,a_TOV,a_3P
2000,0,Minnesota Timberwolves,98.5,42.5,26.9,7.6,5.4,13.9,3.0,Denver Nuggets,99.0,44.7,23.3,6.8,7.5,15.6,5.7
2000,0,Atlanta Hawks,94.3,45.3,18.9,6.1,5.6,15.4,3.1,Detroit Pistons,103.5,41.2,20.8,8.1,3.3,15.7,5.4
2000,0,Vancouver Grizzlies,93.9,40.6,20.7,7.4,4.2,16.8,4.0,Indiana Pacers,101.3,42.1,22.6,6.8,5.1,14.1,7.1
2000,0,New Jersey Nets,98.0,40.9,20.6,8.8,4.8,13.6,5.8,Los Angeles Lakers,100.8,47.0,23.4,7.5,6.5,13.9,4.2
2000,0,Cleveland Cavaliers,97.0,42.8,23.7,8.7,4.4,17.4,4.2,Philadelphia 76ers,94.8,44.1,22.2,9.6,4.7,15.7,2.5
2000,0,Houston Rockets,99.5,43.8,21.6,7.5,5.3,17.4,7.1,Portland Trail Blazers,97.5,43.0,23.5,7.7,4.8,15.2,5.0
2000,0,Golden State Warriors,95.5,45.6,22.6,8.9,4.3,15.9,4.2,Sacramento Kings,105.0,45.0,23.8,9.6,4.6,16.2,6.5
2000,0,Chicago Bulls,84.8,40.9,20.1,7.9,4.7,19.0,4.1,San Antonio Spurs,96.2,43.8,22.2,7.5,6.7,15.0,4.0
2000,0,Los Angeles Clippers,92.0,40.6,18.0,7.0,6.0,16.2,5.2,Seattle SuperSonics,99.1,43.0,22.9,8.0,4.2,14.0,6.7
2000,1,Toronto Raptors,97.2,43.3,23.7,8.1,6.6,13.9,5.2,Utah Jazz,96.5,41.0,24.9,7.7,5.4,14.9,4.0
2000,0,Boston Celtics,99.3,43.0,21.2,9.7,3.5,15.4,5.1,Atlanta Hawks,94.3,45.3,18.9,6.1,5.6,15.4,3.1
2000,0,Charlotte Hornets,98.4,42.9,24.7,8.9,5.9,14.7,4.1,Cleveland Cavaliers,97.0,42.8,23.7,8.7,4.4,17.4,4.2
2000,0,Chicago Bulls,84.8,40.9,20.1,7.9,4.7,19.0,4.1,Dallas Mavericks,101.4,41.2,22.1,7.2,5.1,13.7,6.3
2000,1,Toronto Raptors,97.2,43.3,23.7,8.1,6.6,13.9,5.2,Golden State Warriors,95.5,45.6,22.6,8.9,4.3,15.9,4.2
2000,1,Portland Trail Blazers,97.5,43.0,23.5,7.7,4.8,15.2,5.0,Los Angeles Clippers,92.0,40.6,18.0,7.0,6.0,16.2,5.2
2000,0,Washington Wizards,96.6,42.7,21.6,7.2,4.7,16.1,4.1,Miami Heat,94.4,43.2,23.5,7.1,6.4,15.0,5.4
2000,1,Philadelphia 76ers,94.8,44.1,22.2,9.6,4.7,15.7,2.5,Milwaukee Bucks,101.2,41.3,22.6,8.2,4.6,15.0,4.8
2000,0,Vancouver Grizzlies,93.9,40.6,20.7,7.4,4.2,16.8,4.0,Minnesota Timberwolves,98.5,42.5,26.9,7.6,5.4,13.9,3.0
2000,0,Orlando Magic,100.1,44.9,20.8,9.1,5.7,17.6,3.6,New York Knicks,92.1,40.5,19.4,6.3,4.3,14.6,4.3
2000,0,New Jersey Nets,98.0,40.9,20.6,8.8,4.8,13.6,5.8,Phoenix Suns,98.9,43.7,25.6,9.1,5.3,16.7,5.6
2000,0,Denver Nuggets,99.0,44.7,23.3,6.8,7.5,15.6,5.7,San Antonio Spurs,96.2,43.8,22.2,7.5,6.7,15.0,4.0
2000,1,Orlando Magic,100.1,44.9,20.8,9.1,5.7,17.6,3.6,Detroit Pistons,103.5,41.2,20.8,8.1,3.3,15.7,5.4
2000,0,Indiana Pacers,101.3,42.1,22.6,6.8,5.1,14.1,7.1,Seattle SuperSonics,99.1,43.0,22.9,8.0,4.2,14.0,6.7
2000,0,Sacramento Kings,105.0,45.0,23.8,9.6,4.6,16.2,6.5,Miami Heat,94.4,43.2,23.5,7.1,6.4,15.0,5.4
2000,0,Dallas Mavericks,101.4,41.2,22.1,7.2,5.1,13.7,6.3,New York Knicks,92.1,40.5,19.4,6.3,4.3,14.6,4.3
2000,1,Indiana Pacers,101.3,42.1,22.6,6.8,5.1,14.1,7.1,Portland Trail Blazers,97.5,43.0,23.5,7.7,4.8,15.2,5.0
2000,0,Golden State Warriors,95.5,45.6,22.6,8.9,4.3,15.9,4.2,Utah Jazz,96.5,41.0,24.9,7.7,5.4,14.9,4.0
2000,1,Houston Rockets,99.5,43.8,21.6,7.5,5.3,17.4,7.1,Vancouver Grizzlies,93.9,40.6,20.7,7.4,4.2,16.8,4.0
2000,0,Dallas Mavericks,101.4,41.2,22.1,7.2,5.1,13.7,6.3,Cleveland Cavaliers,97.0,42.8,23.7,8.7,4.4,17.4,4.2
2000,1,Phoenix Suns,98.9,43.7,25.6,9.1,5.3,16.7,5.6,Los Angeles Clippers,92.0,40.6,18.0,7.0,6.0,16.2,5.2
2000,0,Denver Nuggets,99.0,44.7,23.3,6.8,7.5,15.6,5.7,Minnesota Timberwolves,98.5,42.5,26.9,7.6,5.4,13.9,3.0
2000,1,Washington Wizards,96.6,42.7,21.6,7.2,4.7,16.1,4.1,New Jersey Nets,98.0,40.9,20.6,8.8,4.8,13.6,5.8
2000,1,Sacramento Kings,105.0,45.0,23.8,9.6,4.6,16.2,6.5,Orlando Magic,100.1,44.9,20.8,9.1,5.7,17.6,3.6
2000,0,New York Knicks,92.1,40.5,19.4,6.3,4.3,14.6,4.3,Philadelphia 76ers,94.8,44.1,22.2,9.6,4.7,15.7,2.5
2000,0,Detroit Pistons,103.5,41.2,20.8,8.1,3.3,15.7,5.4,San Antonio Spurs,96.2,43.8,22.2,7.5,6.7,15.0,4.0
2000,1,Los Angeles Lakers,100.8,47.0,23.4,7.5,6.5,13.9,4.2,Seattle SuperSonics,99.1,43.0,22.9,8.0,4.2,14.0,6.7
2000,1,Atlanta Hawks,94.3,45.3,18.9,6.1,5.6,15.4,3.1,Toronto Raptors,97.2,43.3,23.7,8.1,6.6,13.9,5.2
2001,1,Charlotte Hornets,91.9,44.4,23.2,8.1,5.5,14.4,4.1,Atlanta Hawks,91.0,42.9,19.0,7.7,4.7,16.7,4.1
2001,1,Cleveland Cavaliers,92.2,42.1,20.8,7.8,5.3,16.5,2.7,New Jersey Nets,92.1,39.6,19.5,7.9,5.0,14.7,4.4
2001,0,Washington Wizards,93.2,41.3,20.1,7.7,4.7,17.0,3.4,Orlando Magic,97.5,42.9,22.0,8.2,5.9,15.2,6.0
2001,0,Milwaukee Bucks,100.7,42.4,22.5,8.2,4.7,13.7,6.9,Dallas Mavericks,100.5,41.5,21.2,7.5,6.0,13.9,6.3
2001,1,Philadelphia 76ers,94.7,44.8,20.6,8.4,5.0,15.8,3.2,New York Knicks,88.7,40.2,18.5,6.6,4.2,14.5,4.8
2001,1,Detroit Pistons,95.6,45.5,19.9,7.5,5.5,15.9,4.7,Toronto Raptors,97.6,44.5,24.4,7.3,6.3,13.2,5.2
2001,1,Sacramento Kings,101.7,45.0,22.6,9.7,5.3,14.9,5.8,Chicago Bulls,87.6,38.9,22.1,8.2,4.6,15.8,4.0
2001,1,Minnesota Timberwolves,97.3,42.3,25.4,8.3,5.6,13.9,3.9,Houston Rockets,97.2,42.0,19.7,7.2,4.4,14.7,6.1
2001,0,Indiana Pacers,92.6,42.9,21.5,6.9,5.9,15.2,4.8,San Antonio Spurs,96.2,44.1,21.7,6.9,7.0,14.0,5.4
2001,0,Los Angeles Clippers,92.5,42.9,19.3,6.0,6.3,15.8,4.4,Utah Jazz,97.1,40.6,25.7,8.1,5.6,15.8,4.0
2001,0,Phoenix Suns,94.0,42.7,23.2,9.5,5.2,15.2,4.0,Golden State Warriors,92.5,45.5,21.8,9.0,5.0,15.9,3.4
2001,1,Los Angeles Lakers,100.6,44.7,23.0,6.9,6.0,14.4,5.4,Portland Trail Blazers,95.4,42.0,23.9,8.2,5.1,15.3,4.5
2001,0,Seattle SuperSonics,97.3,41.7,21.9,8.0,5.0,15.3,5.7,Vancouver Grizzlies,91.7,40.5,23.2,7.1,4.4,15.7,4.0
2002,1,Boston Celtics,96.4,42.2,21.0,9.7,3.6,13.6,8.5,Cleveland Cavaliers,95.3,42.1,23.1,7.0,5.7,14.6,4.7
2002,0,Indiana Pacers,96.8,42.7,23.0,8.0,5.3,15.2,4.9,New Jersey Nets,96.2,43.3,24.3,8.7,6.0,14.5,4.9
2002,0,Washington Wizards,92.8,42.0,20.9,7.0,4.3,13.0,3.7,New York Knicks,91.6,40.7,21.0,6.8,3.5,14.5,5.8
2002,0,Toronto Raptors,91.4,42.1,21.7,8.4,5.5,14.3,4.7,Orlando Magic,100.5,41.2,22.0,8.1,4.7,13.6,7.6
2002,0,Philadelphia 76ers,91.0,44.2,20.0,8.6,4.4,15.3,2.6,Minnesota Timberwolves,99.3,44.2,24.3,6.4,5.2,13.4,4.8
2002,0,Detroit Pistons,94.3,38.7,21.5,7.9,6.9,14.5,6.9,Dallas Mavericks,105.2,42.5,22.1,7.1,4.8,12.1,7.6
2002,0,Atlanta Hawks,94.0,41.5,20.2,8.1,4.3,15.5,5.2,Houston Rockets,92.3,41.9,18.1,6.5,5.4,14.1,6.0
2002,0,Los Angeles Clippers,95.7,43.4,20.9,6.2,6.6,14.8,5.0,San Antonio Spurs,96.7,42.4,20.0,7.6,6.5,14.4,5.3
2002,1,Denver Nuggets,92.2,41.8,22.2,7.5,5.6,14.7,5.2,Phoenix Suns,95.1,42.7,22.4,8.1,4.9,14.7,4.4
2002,1,Milwaukee Bucks,97.5,41.4,22.5,7.3,4.7,14.1,7.2,Utah Jazz,96.0,42.2,24.4,9.1,6.4,16.5,3.4
2002,0,Seattle SuperSonics,97.7,40.3,23.5,8.5,4.4,13.7,6.0,Sacramento Kings,104.6,45.3,23.9,9.0,4.6,13.8,5.2
2002,0,Portland Trail Blazers,96.6,43.0,23.5,8.6,4.5,14.3,5.7,Los Angeles Lakers,101.3,44.3,23.0,7.6,5.8,12.7,6.2
2002,1,New Jersey Nets,96.2,43.3,24.3,8.7,6.0,14.5,4.9,Boston Celtics,96.4,42.2,21.0,9.7,3.6,13.6,8.5
2002,0,Cleveland Cavaliers,95.3,42.1,23.1,7.0,5.7,14.6,4.7,Charlotte Hornets,93.9,43.5,21.5,8.0,5.6,14.0,4.2
2002,0,Toronto Raptors,91.4,42.1,21.7,8.4,5.5,14.3,4.7,Miami Heat,87.2,42.0,20.3,6.7,5.5,14.8,3.8
2002,1,Indiana Pacers,96.8,42.7,23.0,8.0,5.3,15.2,4.9,Chicago Bulls,89.5,40.0,22.2,7.7,4.4,15.3,3.7
2002,0,Golden State Warriors,97.7,46.7,20.8,7.9,6.4,16.8,3.9,Portland Trail Blazers,96.6,43.0,23.5,8.6,4.5,14.3,5.7
2003,0,Philadelphia 76ers,96.8,42.2,21.6,10.3,3.5,14.8,3.0,Orlando Magic,98.5,40.9,20.4,8.5,3.7,14.4,6.9
2003,0,Cleveland Cavaliers,91.4,44.6,20.9,7.8,6.4,18.3,3.6,Sacramento Kings,101.7,44.5,24.8,9.0,5.6,14.5,6.0
2003,1,San Antonio Spurs,95.8,42.6,20.0,7.7,6.5,15.8,5.5,Los Angeles Lakers,100.4,44.3,23.3,7.8,5.7,14.5,5.9
2003,1,Chicago Bulls,95.0,43.0,21.7,7.4,5.6,16.9,4.3,Boston Celtics,92.7,40.5,19.2,8.8,3.7,14.0,8.8
2003,0,Washington Wizards,91.5,40.4,19.7,7.6,4.8,13.4,3.1,Toronto Raptors,90.9,41.2,19.3,7.4,4.8,14.4,5.0
2003,0,Milwaukee Bucks,99.5,39.5,22.2,7.6,4.2,12.7,7.1,Philadelphia 76ers,96.8,42.2,21.6,10.3,3.5,14.8,3.0
2003,0,Houston Rockets,93.8,43.8,18.4,7.2,6.0,15.6,5.4,Indiana Pacers,96.8,44.2,23.3,8.5,5.4,14.8,4.6
2003,0,Atlanta Hawks,94.1,42.6,20.5,7.5,5.8,16.7,4.9,New Jersey Nets,95.4,42.9,23.0,8.7,4.6,14.8,4.2
2003,1,Orlando Magic,98.5,40.9,20.4,8.5,3.7,14.4,6.9,Miami Heat,85.6,41.6,18.3,7.2,4.0,14.2,4.2
2003,0,Denver Nuggets,84.2,42.4,21.2,8.7,5.1,18.5,2.8,Minnesota Timberwolves,98.1,43.6,25.2,6.7,5.3,13.7,3.6
2003,1,Dallas Mavericks,103.0,42.1,22.4,8.1,5.5,11.6,7.8,Memphis Grizzlies,97.5,41.6,23.1,7.9,6.1,15.4,5.7
2003,0,New York Knicks,95.9,39.2,22.0,7.1,3.1,14.0,7.4,Detroit Pistons,91.4,40.6,19.8,6.8,5.7,13.5,6.5
2003,0,Utah Jazz,94.7,41.5,25.6,8.6,5.7,16.8,2.7,New Orleans Hornets,93.9,43.6,22.0,8.0,4.8,14.8,4.9
2003,0,Los Angeles Lakers,100.4,44.3,23.3,7.8,5.7,14.5,5.9,Portland Trail Blazers,95.2,41.1,22.7,8.8,3.9,15.2,4.6
2003,0,Phoenix Suns,95.5,42.5,21.0,8.1,4.9,14.7,4.8,Seattle SuperSonics,92.1,40.8,21.6,8.3,3.6,13.2,5.6
2003,1,Cleveland Cavaliers,91.4,44.6,20.9,7.8,6.4,18.3,3.6,Los Angeles Clippers,93.8,42.3,19.6,7.0,5.6,15.7,4.8
2003,0,San Antonio Spurs,95.8,42.6,20.0,7.7,6.5,15.8,5.5,Golden State Warriors,102.4,46.7,20.9,7.2,6.2,15.8,5.2
2003,0,Utah Jazz,94.7,41.5,25.6,8.6,5.7,16.8,2.7,Atlanta Hawks,94.1,42.6,20.5,7.5,5.8,16.7,4.9
2003,0,Boston Celtics,92.7,40.5,19.2,8.8,3.7,14.0,8.8,Washington Wizards,91.5,40.4,19.7,7.6,4.8,13.4,3.1
2003,0,Portland Trail Blazers,95.2,41.1,22.7,8.8,3.9,15.2,4.6,Sacramento Kings,101.7,44.5,24.8,9.0,5.6,14.5,6.0
2004,0,Miami Heat,90.3,41.5,19.1,7.2,3.8,13.9,5.9,Philadelphia 76ers,88.0,40.8,20.0,8.0,4.4,15.9,4.1
2004,0,Phoenix Suns,94.2,40.6,19.3,9.0,4.7,15.2,5.1,San Antonio Spurs,91.5,45.1,20.4,8.1,6.5,14.7,5.0
2004,0,Dallas Mavericks,105.2,45.3,23.9,8.0,5.3,12.2,6.2,Los Angeles Lakers,98.2,43.1,23.8,8.3,4.6,13.8,4.5
2004,0,Miami Heat,90.3,41.5,19.1,7.2,3.8,13.9,5.9,Boston Celtics,95.3,40.1,20.5,9.4,4.0,16.2,6.7
2004,1,Indiana Pacers,91.4,41.7,21.6,8.9,5.0,14.4,5.5,Detroit Pistons,90.1,42.8,20.8,8.0,7.0,15.1,4.1
2004,0,New Jersey Nets,90.3,40.7,24.5,8.6,3.9,14.7,4.6,Toronto Raptors,85.4,39.6,19.2,7.4,4.9,14.2,5.6
2004,0,Milwaukee Bucks,98.0,42.2,22.8,6.8,4.7,13.5,4.9,Minnesota Timberwolves,94.5,42.9,23.0,6.8,5.6,12.7,4.0
2004,0,Atlanta Hawks,92.8,42.7,20.1,7.6,5.0,16.5,5.1,New Orleans Hornets,91.8,42.8,20.9,8.6,4.2,15.0,6.5
2004,1,Orlando Magic,94.0,40.9,19.3,6.7,3.8,13.7,5.2,New York Knicks,92.0,42.6,20.7,7.4,4.8,15.7,5.0
2004,1,Washington Wizards,91.8,42.8,18.7,8.9,5.0,17.5,5.3,Chicago Bulls,89.7,43.5,21.9,8.0,4.8,16.1,5.2
2004,0,Portland Trail Blazers,90.7,41.7,21.6,7.5,5.4,14.8,4.6,Utah Jazz,88.7,41.2,20.4,7.1,6.0,16.6,3.1
2004,0,San Antonio Spurs,91.5,45.1,20.4,8.1,6.5,14.7,5.0,Denver Nuggets,97.2,42.3,21.9,9.1,6.3,15.6,4.0
2004,0,Cleveland Cavaliers,92.9,45.6,22.0,7.1,6.5,14.8,3.0,Sacramento Kings,102.8,41.2,26.2,8.7,4.0,13.9,7.3
2004,1,Dallas Mavericks,105.2,45.3,23.9,8.0,5.3,12.2,6.2,Golden State Warriors,93.3,43.1,20.5,7.0,4.7,14.8,5.2
2004,0,Los Angeles Clippers,94.8,43.5,20.2,7.2,4.6,16.4,4.0,Seattle SuperSonics,97.1,39.3,21.7,8.1,4.7,14.5,8.8
2004,1,New Orleans Hornets,91.8,42.8,20.9,8.6,4.2,15.0,6.5,Orlando Magic,94.0,40.9,19.3,6.7,3.8,13.7,5.2
2004,0,Denver Nuggets,97.2,42.3,21.9,9.1,6.3,15.6,4.0,Houston Rockets,89.8,42.6,19.3,6.8,5.4,16.7,6.3
2004,0,Cleveland Cavaliers,92.9,45.6,22.0,7.1,6.5,14.8,3.0,Phoenix Suns,94.2,40.6,19.3,9.0,4.7,15.2,5.1
2004,0,Washington Wizards,91.8,42.8,18.7,8.9,5.0,17.5,5.3,Toronto Raptors,85.4,39.6,19.2,7.4,4.9,14.2,5.6
2004,1,Milwaukee Bucks,98.0,42.2,22.8,6.8,4.7,13.5,4.9,Indiana Pacers,91.4,41.7,21.6,8.9,5.0,14.4,5.5
2004,1,Detroit Pistons,90.1,42.8,20.8,8.0,7.0,15.1,4.1,Miami Heat,90.3,41.5,19.1,7.2,3.8,13.9,5.9
2004,1,Boston Celtics,95.3,40.1,20.5,9.4,4.0,16.2,6.7,Memphis Grizzlies,96.7,41.8,23.4,9.7,6.9,15.0,5.5
2004,0,Minnesota Timberwolves,94.5,42.9,23.0,6.8,5.6,12.7,4.0,New Jersey Nets,90.3,40.7,24.5,8.6,3.9,14.7,4.6
2004,0,Atlanta Hawks,92.8,42.7,20.1,7.6,5.0,16.5,5.1,Chicago Bulls,89.7,43.5,21.9,8.0,4.8,16.1,5.2
2004,1,Seattle SuperSonics,97.1,39.3,21.7,8.1,4.7,14.5,8.8,Los Angeles Clippers,94.8,43.5,20.2,7.2,4.6,16.4,4.0
2004,0,Philadelphia 76ers,88.0,40.8,20.0,8.0,4.4,15.9,4.1,Sacramento Kings,102.8,41.2,26.2,8.7,4.0,13.9,7.3
2005,0,Houston Rockets,95.1,42.4,21.1,6.9,4.6,13.8,6.7,Detroit Pistons,93.3,43.4,21.8,7.0,6.1,13.8,4.4
2005,0,Sacramento Kings,103.7,42.4,24.5,8.2,3.9,13.1,6.4,Dallas Mavericks,102.5,42.9,19.6,8.6,5.6,13.4,5.6
2005,0,Denver Nuggets,99.5,42.0,23.9,9.1,6.0,14.9,3.9,Los Angeles Lakers,98.7,43.2,20.4,6.2,4.2,14.3,7.9
2005,1,Indiana Pacers,93.0,40.1,18.2,7.5,4.4,14.3,6.6,Cleveland Cavaliers,96.5,42.3,22.6,8.0,5.6,13.9,3.7
2005,0,Milwaukee Bucks,97.2,41.3,21.0,6.5,3.5,13.8,4.0,Orlando Magic,99.5,43.7,19.3,7.7,5.4,16.1,3.9
2005,0,Houston Rockets,95.1,42.4,21.1,6.9,4.6,13.8,6.7,Toronto Raptors,99.7,40.1,20.4,7.6,3.9,13.3,7.9
2005,1,Philadelphia 76ers,99.1,42.0,20.9,9.2,3.9,15.5,6.2,Boston Celtics,101.3,40.8,22.1,8.1,5.2,15.8,5.3
2005,1,Washington Wizards,100.5,42.8,19.1,8.7,4.2,14.3,6.3,Memphis Grizzlies,93.4,39.0,20.9,8.5,5.8,14.6,6.5
2005,0,New York Knicks,97.3,41.0,20.3,7.7,3.2,14.7,5.4,Minnesota Timberwolves,96.8,43.0,23.4,5.6,5.5,13.2,4.8
2005,1,Miami Heat,101.5,43.0,21.8,6.4,5.8,13.7,5.8,New Jersey Nets,91.4,39.5,21.6,7.9,3.8,14.2,5.3
2005,1,Dallas Mavericks,102.5,42.9,19.6,8.6,5.6,13.4,5.6,New Orleans Hornets,88.4,40.2,21.0,6.7,3.8,14.8,5.1
2005,0,Sacramento Kings,103.7,42.4,24.5,8.2,3.9,13.1,6.4,San Antonio Spurs,96.2,42.4,21.6,7.5,6.6,13.7,6.2
2005,0,Atlanta Hawks,92.7,41.9,19.7,7.7,4.2,16.1,3.7,Phoenix Suns,110.4,44.1,23.5,7.0,5.5,13.7,9.7
2005,1,Portland Trail Blazers,92.9,41.1,21.0,7.1,6.6,16.0,5.1,Golden State Warriors,98.7,42.7,22.1,7.8,5.1,13.6,7.6
2005,0,Seattle SuperSonics,98.9,40.9,18.1,6.7,4.1,13.6,8.1,Los Angeles Clippers,95.7,41.9,23.2,7.3,5.1,15.7,2.8
2005,0,Los Angeles Lakers,98.7,43.2,20.4,6.2,4.2,14.3,7.9,Utah Jazz,93.0,40.1,22.3,6.6,4.6,15.8,3.0
2005,1,Washington Wizards,100.5,42.8,19.1,8.7,4.2,14.3,6.3,Charlotte Bobcats,94.3,41.7,21.9,8.5,5.4,14.5,3.9
2005,0,Cleveland Cavaliers,96.5,42.3,22.6,8.0,5.6,13.9,3.7,Miami Heat,101.5,43.0,21.8,6.4,5.8,13.7,5.8
2005,0,Minnesota Timberwolves,96.8,43.0,23.4,5.6,5.5,13.2,4.8,Denver Nuggets,99.5,42.0,23.9,9.1,6.0,14.9,3.9
2005,1,Phoenix Suns,110.4,44.1,23.5,7.0,5.5,13.7,9.7,Philadelphia 76ers,99.1,42.0,20.9,9.2,3.9,15.5,6.2
2005,0,Detroit Pistons,93.3,43.4,21.8,7.0,6.1,13.8,4.4,Toronto Raptors,99.7,40.1,20.4,7.6,3.9,13.3,7.9
2005,1,Indiana Pacers,93.0,40.1,18.2,7.5,4.4,14.3,6.6,Boston Celtics,101.3,40.8,22.1,8.1,5.2,15.8,5.3
2005,1,Houston Rockets,95.1,42.4,21.1,6.9,4.6,13.8,6.7,Memphis Grizzlies,93.4,39.0,20.9,8.5,5.8,14.6,6.5
2005,1,Orlando Magic,99.5,43.7,19.3,7.7,5.4,16.1,3.9,New Orleans Hornets,88.4,40.2,21.0,6.7,3.8,14.8,5.1
2005,1,New Jersey Nets,91.4,39.5,21.6,7.9,3.8,14.2,5.3,Chicago Bulls,94.5,43.8,21.3,7.0,4.5,16.7,6.2
2005,0,Los Angeles Clippers,95.7,41.9,23.2,7.3,5.1,15.7,2.8,Portland Trail Blazers,92.9,41.1,21.0,7.1,6.6,16.0,5.1
2005,1,Utah Jazz,93.0,40.1,22.3,6.6,4.6,15.8,3.0,Golden State Warriors,98.7,42.7,22.1,7.8,5.1,13.6,7.6
2005,1,San Antonio Spurs,96.2,42.4,21.6,7.5,6.6,13.7,6.2,Los Angeles Lakers,98.7,43.2,20.4,6.2,4.2,14.3,7.9
2005,0,Atlanta Hawks,92.7,41.9,19.7,7.7,4.2,16.1,3.7,Seattle SuperSonics,98.9,40.9,18.1,6.7,4.1,13.6,8.1
2005,0,Orlando Magic,99.5,43.7,19.3,7.7,5.4,16.1,3.9,Charlotte Bobcats,94.3,41.7,21.9,8.5,5.4,14.5,3.9
2005,1,Miami Heat,101.5,43.0,21.8,6.4,5.8,13.7,5.8,Washington Wizards,100.5,42.8,19.1,8.7,4.2,14.3,6.3
2005,0,Philadelphia 76ers,99.1,42.0,20.9,9.2,3.9,15.5,6.2,Detroit Pistons,93.3,43.4,21.8,7.0,6.1,13.8,4.4
2005,1,Boston Celtics,101.3,40.8,22.1,8.1,5.2,15.8,5.3,New York Knicks,97.3,41.0,20.3,7.7,3.2,14.7,5.4
2005,0,Chicago Bulls,94.5,43.8,21.3,7.0,4.5,16.7,6.2,Indiana Pacers,93.0,40.1,18.2,7.5,4.4,14.3,6.6
2005,0,New Orleans Hornets,88.4,40.2,21.0,6.7,3.8,14.8,5.1,Minnesota Timberwolves,96.8,43.0,23.4,5.6,5.5,13.2,4.8
2005,1,Phoenix Suns,110.4,44.1,23.5,7.0,5.5,13.7,9.7,New Jersey Nets,91.4,39.5,21.6,7.9,3.8,14.2,5.3
2005,0,Memphis Grizzlies,93.4,39.0,20.9,8.5,5.8,14.6,6.5,Dallas Mavericks,102.5,42.9,19.6,8.6,5.6,13.4,5.6
2005,0,Sacramento Kings,103.7,42.4,24.5,8.2,3.9,13.1,6.4,Houston Rockets,95.1,42.4,21.1,6.9,4.6,13.8,6.7
2005,0,Cleveland Cavaliers,96.5,42.3,22.6,8.0,5.6,13.9,3.7,Milwaukee Bucks,97.2,41.3,21.0,6.5,3.5,13.8,4.0
2005,1,Utah Jazz,93.0,40.1,22.3,6.6,4.6,15.8,3.0,Denver Nuggets,99.5,42.0,23.9,9.1,6.0,14.9,3.9
2005,1,Los Angeles Clippers,95.7,41.9,23.2,7.3,5.1,15.7,2.8,Golden State Warriors,98.7,42.7,22.1,7.8,5.1,13.6,7.6
2005,0,Portland Trail Blazers,92.9,41.1,21.0,7.1,6.6,16.0,5.1,Toronto Raptors,99.7,40.1,20.4,7.6,3.9,13.3,7.9
2005,0,San Antonio Spurs,96.2,42.4,21.6,7.5,6.6,13.7,6.2,Seattle SuperSonics,98.9,40.9,18.1,6.7,4.1,13.6,8.1
2005,0,Atlanta Hawks,92.7,41.9,19.7,7.7,4.2,16.1,3.7,Los Angeles Lakers,98.7,43.2,20.4,6.2,4.2,14.3,7.9
2005,0,Golden State Warriors,98.7,42.7,22.1,7.8,5.1,13.6,7.6,Dallas Mavericks,102.5,42.9,19.6,8.6,5.6,13.4,5.6
2005,0,Denver Nuggets,99.5,42.0,23.9,9.1,6.0,14.9,3.9,Utah Jazz,93.0,40.1,22.3,6.6,4.6,15.8,3.0
2005,1,Detroit Pistons,93.3,43.4,21.8,7.0,6.1,13.8,4.4,Los Angeles Clippers,95.7,41.9,23.2,7.3,5.1,15.7,2.8
2005,0,Dallas Mavericks,102.5,42.9,19.6,8.6,5.6,13.4,5.6,Orlando Magic,99.5,43.7,19.3,7.7,5.4,16.1,3.9
2005,1,Cleveland Cavaliers,96.5,42.3,22.6,8.0,5.6,13.9,3.7,Atlanta Hawks,92.7,41.9,19.7,7.7,4.2,16.1,3.7
2005,0,Washington Wizards,100.5,42.8,19.1,8.7,4.2,14.3,6.3,Miami Heat,101.5,43.0,21.8,6.4,5.8,13.7,5.8
2005,0,Portland Trail Blazers,92.9,41.1,21.0,7.1,6.6,16.0,5.1,New Jersey Nets,91.4,39.5,21.6,7.9,3.8,14.2,5.3
2005,0,Philadelphia 76ers,99.1,42.0,20.9,9.2,3.9,15.5,6.2,New York Knicks,97.3,41.0,20.3,7.7,3.2,14.7,5.4
2005,1,Indiana Pacers,93.0,40.1,18.2,7.5,4.4,14.3,6.6,Minnesota Timberwolves,96.8,43.0,23.4,5.6,5.5,13.2,4.8
2005,1,Los Angeles Lakers,98.7,43.2,20.4,6.2,4.2,14.3,7.9,New Orleans Hornets,88.4,40.2,21.0,6.7,3.8,14.8,5.1
2005,1,Phoenix Suns,110.4,44.1,23.5,7.0,5.5,13.7,9.7,Chicago Bulls,94.5,43.8,21.3,7.0,4.5,16.7,6.2
2005,0,Memphis Grizzlies,93.4,39.0,20.9,8.5,5.8,14.6,6.5,Houston Rockets,95.1,42.4,21.1,6.9,4.6,13.8,6.7
2005,1,Seattle SuperSonics,98.9,40.9,18.1,6.7,4.1,13.6,8.1,Denver Nuggets,99.5,42.0,23.9,9.1,6.0,14.9,3.9
2005,0,Toronto Raptors,99.7,40.1,20.4,7.6,3.9,13.3,7.9,Sacramento Kings,103.7,42.4,24.5,8.2,3.9,13.1,6.4
2005,0,Portland Trail Blazers,92.9,41.1,21.0,7.1,6.6,16.0,5.1,Boston Celtics,101.3,40.8,22.1,8.1,5.2,15.8,5.3
2005,1,Los Angeles Clippers,95.7,41.9,23.2,7.3,5.1,15.7,2.8,Indiana Pacers,93.0,40.1,18.2,7.5,4.4,14.3,6.6
